event_id,sequence,date_start,date_end,date_label,event_title,category,certainty,place_id,place_name_zh,lng,lat,coordinate_precision,needs_review,source_id,source_locator,evidence_quote
event-1968-wenxing-bookstore-closure,186,1968-03-04,1968-04-01,1968年3月至4月,文星书店宣布结束,media,high,place-wenxing-bookstore-hengyang,文星书店衡阳街旧址,121.5109,25.0423,street_approx,true,source-leeao-autobiography-and-memoirs-sequel,第17、37、45行,于三月四日宣布结束...《文星》书店宣布将于4月1日关门...坐落峨眉街的现代化书店
event-1968-zheng-nanrong-first-meeting,187,1968-07-01,1968-08-31,1968年暑期,郑南榕首次到李敖信义路寓所,public_life,high,place-taipei-xinyi-guotai,信义路国泰信义公寓,121.562,25.033,address_approx,true,source-leeao-unforgettable-events-and-people,第5、21、22行,1968年的暑期...第一次见到李敖...是在他现在安和路的那个“家”。当时门牌还是信义路...右边是《文星》杂志社的资料室，左边就是他的“第一个家”。
event-1969-ankeng-prison-lei-chen-visit,187.5,1969-01-10,1969-01-10,1969年1月10日,赴安坑监狱探雷震遭驱逐,political_pressure,high,place-xindian-military-prison-ankeng,新店军人监狱 / 安坑看守所,121.5235786,24.9573913,address_approx,false,source-leeao-shuzhaji,第5、15、22行,回想1969年1月10日我们一起到安坑监狱看雷先生的事...我被安坑监狱政工官驱逐，不准与雷先生见面...1970年9月3日，我约外国记者接雷先生出狱...李敖 1984年2月21日晨
event-1970-house-arrest-surveillance,188,1970-01-01,1971-03-19,1970年1月至1971年3月19日,在信义路寓所遭长期跟监,imprisonment,high,place-taipei-xinyi-guotai,信义路国泰信义公寓,121.562,25.033,address_approx,true,source-leeao-autobiography-and-memoirs-sequel,第3、129行,国民党开始派人“跟监”我，一直到十四个月后的1971年3月19日晚上...最后还是来抓了我
event-1970-ankeng-prison-lei-chen-release,188.2,1970-09-04,1970-09-04,1970年9月4日凌晨,安坑监狱外接雷震出狱,political_pressure,high,place-xindian-military-prison-ankeng,新店军人监狱 / 安坑看守所,121.5235786,24.9573913,address_approx,false,source-leeao-love-letters,第847行,九月四号半夜，我忽约来The New York Times兼Time-Life的Correspondent Donald H. Shapiro和The Associated Press的Correspondent Leonard Pratt跑到新店安坑监狱，去兴师动众的接雷震出狱
event-1971-arrest-security-office,190,1971-03-19,1972-02-27,1971年3月19日至1972年2月27日,被捕，关押于警总保安处,imprisonment,high,place-liuzhangli-security-office,警总保安处六张犁看守所,121.5568,25.0162,site_approx,true,source-leeao-chronology-50,1971条,3月19日晚上被捕...保安处...近一年
event-1971-arrest-security-office,190,1971-03-19,1972-02-27,1971年3月19日至1972年2月27日,被捕，关押于警总保安处,imprisonment,high,place-garrison-command-security-office,警总保安处（博爱路）,121.5108306,25.0371985,address_approx,true,source-leeao-chronology-50,1971条,3月19日晚上被捕...保安处...近一年
event-1972-military-law-detention,200,1972-02-28,1975-12-21,1972年2月28日至1975年12月21日,移军法处看守所,imprisonment,high,place-military-law-detention-center,景美军法看守所（警总军法处看守所）,121.53227,24.9881,address_approx,true,source-leeao-chronology-50,1972-1975条,自警总保安处移军法处看守所
event-1972-1975-military-law-room-8,205,1972-02-28,1975-12-21,第一次政治犯时期,军法处八号房,imprisonment,medium,place-military-law-detention-center,景美军法看守所（警总军法处看守所）,121.53227,24.9881,address_approx,true,source-leeao-autobiography-and-memoirs,第二节“八号房”,住得最久，是军法处的八号房，我一人住了两年半之久
event-1972-1975-military-law-room-8,205,1972-02-28,1975-12-21,第一次政治犯时期,军法处八号房,imprisonment,medium,place-military-law-room-8,警总军法处八号房,,,unknown,true,source-leeao-autobiography-and-memoirs,第二节“八号房”,住得最久，是军法处的八号房，我一人住了两年半之久
event-1973-1975-jingmei-prison-letters-to-daughter,207,1973-01-24,1975-11-01,1973年1月24日至1975年11月1日,狱中写给女儿八十封信,writing,high,place-military-law-detention-center,景美军法看守所（警总军法处看守所）,121.53227,24.9881,address_approx,true,source-leeao-prison-father-letters,第7、9、11、13行,在我坐牢期间，我曾写给李文许多信，权作函授...它们写于1973年1月24日到1975年11月1日两年间。这两年间，我都独居在景美军法处看守所第八房...在我写的信中，为了增加趣味和理解，我尽量酌配插图
event-1973-1975-jingmei-prison-letters-to-daughter,207,1973-01-24,1975-11-01,1973年1月24日至1975年11月1日,狱中写给女儿八十封信,writing,high,place-military-law-room-8,警总军法处八号房,,,unknown,true,source-leeao-prison-father-letters,第7、9、11、13行,在我坐牢期间，我曾写给李文许多信，权作函授...它们写于1973年1月24日到1975年11月1日两年间。这两年间，我都独居在景美军法处看守所第八房...在我写的信中，为了增加趣味和理解，我尽量酌配插图
event-1975-tucheng-renai,210,1975-12-22,1976-11-19,1975年12月22日至1976年11月19日,移土城仁爱教育实验所,imprisonment,high,place-tucheng-renai-institute,土城仁爱教育实验所,121.438,24.966,site_approx,true,source-leeao-chronology-50,1975、1976条,移土城仁爱教育实验所...服刑期满
event-1978-1998-dunhua-south-road-residence,215,1977-01-01,1998-12-31,约1977年至1998年前后,敦化南路金兰大厦长期居住线索,residence,medium,place-taipei-dunhua-south-road-residence,敦化南路金兰大厦住处线索,121.548,25.033,address_approx,true,source-leeao-kuaienchou,第5行,我家住台北市敦化南路大厦中，二十年来我有幸碰到好邻居。
event-1979-dubai-under-tradition-comeback,216,1979-06-01,1979-06-30,1979年6月,《独白下的传统》出版，李敖复出文坛,media,medium,place-taipei,台北,121.5654,25.033,city,false,source-leeao-dubai-under-tradition,第99、113行,从十四年前出版《传统下的独白》开始，到十四年后出版这本《独白下的传统》...1979年经年累月足不出户之日在台湾写
event-1979-wencun-publication,217,1979-08-14,1979-09-30,1979年8月至9月,《李敖文存》《李敖文存二集》出版,writing,medium,place-taipei,台北,121.5654,25.033,city,false,source-leeao-wencun,第39、41、43行,特别印了两本书——《李敖文存》和《李敖文存二集》，交给“四季”出版、“忠佑”发行...1979年8月14日...《中国时报》1979年9月5日
event-1979-hu-yinmeng-first-meeting,218,1979-09-15,1979-09-15,1979年9月15日,在花园新城初见胡茵梦,public_life,medium,place-xindian-huayuan-xincheng-xiao-home,新店花园新城（萧孟能家）,121.54914,24.934117,community_approx,true,source-leeao-fengliu-autobiography,第5行,直到9月15日，萧孟能约我到花园新城他家作客...胡茵梦和她星妈...遂有此一相会。
event-1980-li-ao-quanji-publication-censorship,218.5,1980-04-20,1980-10-25,1980年4月20日至10月25日,《李敖全集》出版前后遭审查,media,high,place-taipei,台北,121.5654,25.033,city,false,source-leeao-quanji,第59、61行,《李敖全集》的出版，可算是四十五岁前的李敖的一次总结...1980年蒙难九周年之日，在中国台湾岛
event-1980-hu-yinmeng-divorce-press-conference,219,1980-08-28,1980-08-28,1980年8月28日,在大陆大楼记者会宣布与胡茵梦离婚,public_life,medium,place-taipei-mainland-building-restaurant,忠孝东路大陆餐厅 / 大陆大楼,121.55586,25.041162,building_approx,true,source-leeao-fengliu-autobiography,第3行,1980年5月6日，我和胡茵梦结婚了...8月28日...当天下午我在大陆大楼举行记者招待会。
event-1980-passport-exit-ban-battle,219.5,1980-08-25,1980-11-23,1980年8月25日至11月23日,为护照而战与出境受阻,politics,medium,place-taipei,台北,121.5654,25.033,city,false,source-leeao-letters,第11、17、23、71、73、79、81行,旅行社早在8月25号下午，就向贵部送件了...从1949年起，直到今年8月18号以前...一直困居此岛...查申领护照...婚姻状况经查与事实不符...李敖 1980年11月23日...终于完全照我的意思，给了我护照...外交部领事事务处...陆拾玖年拾壹月拾伍日
event-1981-second-imprisonment,220,1981-08-10,1982-02-10,1981年8月10日至1982年2月10日,再度入狱并出狱,imprisonment,high,place-taipei-detention-center-tucheng,台北看守所（土城立德路二号）,121.4514,24.9882,address_approx,true,source-leeao-chronology-50,1981、1982条,8月10日再度入狱...2月10日出狱
event-1981-1989-qianqiu-review-prison-to-hundred-issues,221,1981-09-01,1991-09-26,1981年9月1日至1991年9月26日,《李敖千秋评论》从牢中创刊至十年停刊,media,medium,place-taipei-detention-center-tucheng,台北看守所（土城立德路二号）,121.4514,24.9882,address_approx,true,source-leeao-baokanji,第53、55、61、63、65行,我向官方申请了以《千秋评论》为名的杂志执照...4月18日，官方按《出版法》第9条给我执照...一个多月以后...“技术击倒”了这个执照...作为杂志的《千秋评论》...胎死腹中...决定出版《李敖千秋评论》系列丛书
event-1982-1985-lincoln-building-residence,221.1,1982-03-15,1985-08-19,1982年3月15日至1985年8月19日,敦化南路林肯大厦居住与户籍线索,residence,medium,place-taipei-lincoln-building-dunhua-610,敦化南路610号林肯大厦,121.5485,25.0318,address_approx,true,source-leeao-shujianji-006,第7、9、11、15、17、23、27、31、61、67行,我的户口自1982年3月15日迁入敦化南路610号林肯大厦...1983年6月10日迁入乐利路四二巷2号七楼之六林正杰那儿...1983年8月3日又迁回林肯大厦，今年8月19日又迁出林肯...前后三年多，所见怪现状不少...台北市政府警察局一直包庇楼下私娼...工务局一直寻找顶楼麻烦
event-1982-1983-qianqiu-raids-four-seasons,221.2,1982-12-01,1983-10-29,1982年12月1日至1983年10月29日,《千秋评论》第十六、二十二、二十六期遭查扣,media,medium,place-taipei-four-seasons-publishing-xinsheng-94,四季出版公司（新生南路三段94号六楼）,121.5334,25.0185,address_approx,true,source-leeao-shuzhaji,第7、9、27、29、43、47、79、81、95、99、105、107行,今天上午10点，四季出版公司突然进来八位官员...带走了四百多本...统一装订厂...四季...台北联丰书报社...《千秋评论》第十六期...尚未上市即遭到警总查禁...第二十二期...印刷厂查扣...第二十六期...10月29日装订时...抢得手脚利落
event-1984-yuanshan-taiyuan-500-memorial,222,1984-05-12,1985-01-03,1984年5月12日，1985年1月3日再访,圆山太原五百完人成仁招魂冢记游,public_memory,medium,place-yuanshan-taiyuan-500-memorial,圆山太原五百完人成仁招魂冢,121.526,25.079,address_approx,false,source-leeao-secret-diary,第3、5、15行,1984年5月12日日记...午后独去圆山...在“太原五百完人成仁招魂冢题辞”碑后...十多年前来“招魂冢”时
event-1984-xueying-bookstore-seizure,222.4,1984-08-28,1984-08-28,1984年8月28日,学英书局扣押《万岁评论》《千秋评论》,media,high,place-taipei-xueying-bookstore-roosevelt-341,学英书局（罗斯福路三段341号）,121.5324,25.0168,address_approx,true,source-leeao-shujianji-006,第5、7、9、11、17行,台北市政府愈来愈不像话了，在钳制言论出版自由方面...8月28日这天，台北市政府指派便衣人员，前往台北市罗斯福路三段341号学英书局，扣押《万岁评论丛书6》四册、《李敖千秋评论丛书35》十四册...取缔理由为“未经出版登记”
event-1985-hualien-taroko-secret-diary,223,1985-04-03,1985-04-05,1985年4月3日至5日,花莲、太鲁阁与台中短行,travel,high,place-hualien-city-meilun,花莲市美仑区线索,121.618,23.993,area_approx,true,source-leeao-secret-diary,第31、33、43、49、51、55、57、63行,12点到6点，在北回路普通车上...夜宿中信花莲大旅社801房...花莲之晨极清爽...美仑区永兴路附近...继转赴太鲁阁，横贯公路入口处...随河边小女生在峡谷中采卵石...七时抵台中...夜宿台中大使大饭店...回台中老巢
event-1985-hualien-taroko-secret-diary,223,1985-04-03,1985-04-05,1985年4月3日至5日,花莲、太鲁阁与台中短行,travel,high,place-taroko-gorge,太鲁阁峡谷,121.621,24.159,site_approx,false,source-leeao-secret-diary,第31、33、43、49、51、55、57、63行,12点到6点，在北回路普通车上...夜宿中信花莲大旅社801房...花莲之晨极清爽...美仑区永兴路附近...继转赴太鲁阁，横贯公路入口处...随河边小女生在峡谷中采卵石...七时抵台中...夜宿台中大使大饭店...回台中老巢
event-1986-sun-moon-lake-secret-diary,224,1986-02-05,1986-02-06,1986年2月5日至6日,台中考察后赴日月潭短行,travel,high,place-taichung-first-high-school,台湾省立台中第一中学,120.687,24.149,institution_approx,true,source-leeao-secret-diary,第3、5、9、11、13、15、35、39行,1986年2月5日到6日...趁台中“考察业务”之便，去日月潭...在台中碰到老同学...访退休后的张先生，所住一中宿舍...抵日月潭...夜宿“中国信托”日月潭大饭店清和台311室...走到文武庙...午后，大雾中游慈恩塔
event-1986-sun-moon-lake-secret-diary,224,1986-02-05,1986-02-06,1986年2月5日至6日,台中考察后赴日月潭短行,travel,high,place-sun-moon-lake,日月潭,120.915,23.865,site_approx,false,source-leeao-secret-diary,第3、5、9、11、13、15、35、39行,1986年2月5日到6日...趁台中“考察业务”之便，去日月潭...在台中碰到老同学...访退休后的张先生，所住一中宿舍...抵日月潭...夜宿“中国信托”日月潭大饭店清和台311室...走到文武庙...午后，大雾中游慈恩塔
event-1986-kenting-secret-diary,226,1986-09-13,1986-09-14,1986年9月13日至14日,垦丁随记：夜车南下与猫鼻头看海,travel,high,place-kenting-caesar-park-hotel,垦丁凯撒大饭店,120.80534,21.9426,address_approx,false,source-leeao-secret-diary,第3、7、15、19、31、49行,9月13日夜...坐莒光号夜车南下...转车赴恒春...抵垦丁凯撒大饭店...住202房...午后在台湾海峡边捡贝壳...去猫鼻头...再去看“关山夕照”...1986年9月13-14日
event-1986-kenting-secret-diary,226,1986-09-13,1986-09-14,1986年9月13日至14日,垦丁随记：夜车南下与猫鼻头看海,travel,high,place-kenting-maobitou,垦丁猫鼻头,120.73761,21.9228,site_approx,false,source-leeao-secret-diary,第3、7、15、19、31、49行,9月13日夜...坐莒光号夜车南下...转车赴恒春...抵垦丁凯撒大饭店...住202房...午后在台湾海峡边捡贝壳...去猫鼻头...再去看“关山夕照”...1986年9月13-14日
event-1986-guting-roosevelt-road-book-seizure,226.2,1986-10-28,1986-10-29,1986年10月28日至29日,古亭分局罗斯福路派出所警员查扣书刊,media,medium,place-taipei-guting-roosevelt-road-area,罗斯福路派出所辖区线索,121.538,25.0111,institution_approx,true,source-leeao-shuduji,第7、11、19、29行,台北市警察局古亭分局一再违法“查扣”书刊...本月28日下午，有台北市警察局古亭分局罗斯福路派出所警员胡鹏翔...公然在马路上...径行“查扣”...总计四十一册。
event-1986-1987-chiang-research-publication-censorship,226.5,1986-11-03,1987-09-23,1986年11月3日至1987年9月23日,蒋氏研究系列出版与警总搜书压力,media,medium,place-taipei,台北,121.5654,25.033,city,false,source-leeao-notes,第1、3、5行,出版《蒋介石研究》...这次出版（蒋介石研究），一下子打中要害...这次冥诞...1986年11月3日
event-1987-sun-yat-sen-research-post-martial-law-censorship,226.7,1987-09-25,1987-11-24,1987年9月25日至11月24日,解严后《孙中山研究》遭查禁与移送,media,medium,place-taipei,台北,121.5654,25.033,city,false,source-leeao-shuhanji-008,第7、9、11、15、27行,国民党宣告解严后...拖到9月25日...突以“最速件”...来函，查禁我的《孙中山研究》一书...敖之 1987年9月30日
event-1986-daan-precinct-report,227,1986-11-19,1986-11-19,1986年11月19日,赴大安分局处理恐吓案笔录,legal,medium,place-taipei-daan-police-precinct,台北市警察局大安分局,121.543,25.033,district_approx,true,source-leeao-bobo-song,第5、27、29行,今天下午在大安分局为吴某涉嫌恐吓及预备杀人事...到大安分局刑事第三组找尤先生...今天是我在警总军法处出狱十周年纪念日...敖之1986年11月19日夜
event-1986-1987-taipei-court-libel-cases,227.2,1987-02-23,1987-04-04,1987年2月23日至4月4日,台北地院诽谤案、延宕与吴祥辉通缉,legal,medium,place-taipei-district-court,台北地方法院,121.5117,25.0399,institution_approx,true,source-leeao-shuduji,第7、17、19、65行,去年1月4日，我自诉蔡仁坚、林正杰、吴祥辉、汪梦湘四被告诽谤案，经台北地方法院分为1986年自字第65号...推事吴昭莹在去年1月13日开了一次庭，到的是我本人
event-1987-wenxing-rights-litigation,227.5,1987-04-16,1987-06-17,1987年4月至6月17日,文星出版权公证与版权诉讼,media,medium,place-taipei-district-court,台北地方法院,121.5117,25.0399,institution_approx,true,source-leeao-dialogues,第19、25、29行,她在今年4月间，曾返台一行，与我互商文星复业事，并在台北地方法院公证...在今年4月17日，我亲自与大林、水牛的彭诚晃和他律师庄国明接洽...我跟朱婉坚完成出版权授与公证后，在市面上稍作调查
event-1987-taichung-book-raid-lawsuit,228,1987-06-21,1993-05-12,1987年6月21日至1993年5月12日,台中一中宿舍查禁书案与国家赔偿,legal,high,place-taichung-first-high-school,台湾省立台中第一中学,120.687,24.149,institution_approx,true,source-leeao-kuaienchou,第11行,1987年6月22日...进入她在台中一中的宿舍，搬走大量书籍...我收信后，在6月24日赶到台中，料理善后。
event-1987-taichung-book-raid-lawsuit,228,1987-06-21,1993-05-12,1987年6月21日至1993年5月12日,台中一中宿舍查禁书案与国家赔偿,legal,high,place-taiwan-high-court-taichung-branch,台湾高等法院台中分院,120.6688,24.1268,institution_approx,true,source-leeao-kuaienchou,第11行,1987年6月22日...进入她在台中一中的宿舍，搬走大量书籍...我收信后，在6月24日赶到台中，料理善后。
event-1987-1988-white-house-building-residence-management,229,1987-09-01,1988-02-14,1987年下半年至1988年2月,白宫大厦居住与管委会公开信,residence,medium,place-qiushi-newspaper-dunhua-490,白宫大厦 / 求是报社（敦化南路490号）,121.548,25.033,address_approx,true,source-leeao-shuhanji-008,第7、29、31、57、99行,白宫大厦各位管理委员先生...我到白宫大厦做各位邻居，才五个多月...我个人住在白宫大厦邻厦——金兰大厦十年...李敖 1988年2月14日
event-1982-wistaria-birthday,230,1982-04-25,1982-04-25,1982年4月25日,党外人士在紫藤庐祝寿,public_life,high,place-wistaria-tea-house,紫藤庐,121.534,25.024,site_approx,true,source-leeao-chronology-50,1982条,党外人士为我在紫藤庐祝寿
event-1989-sun-moon-lake-tanpan,231,1989-07-26,1989-07-26,1989年7月26日,日月潭畔写《潭畔寻思录》,public_memory,high,place-sun-moon-lake,日月潭,120.915,23.865,site_approx,false,source-leeao-unforgettable-events-and-people,第3、5、7、8、9、10、11行,今晚竟在日月潭睡了一夜...在日月潭九族文化村看高山族民俗之舞...把这条彩船买了下来...1989年7月26日
event-1989-sun-moon-lake-tanpan,231,1989-07-26,1989-07-26,1989年7月26日,日月潭畔写《潭畔寻思录》,public_memory,high,place-formosan-aboriginal-culture-village,九族文化村,120.947,23.875,site_approx,true,source-leeao-unforgettable-events-and-people,第3、5、7、8、9、10、11行,今晚竟在日月潭睡了一夜...在日月潭九族文化村看高山族民俗之舞...把这条彩船买了下来...1989年7月26日
event-1989-taiwan-40-gengxin-lecture,231.5,1989-04-14,1989-04-14,1989年4月14日,来台四十周年台北耕莘文教院演讲,lecture,high,place-taipei-gengxin-cultural-center,台北耕莘文教院,121.5286,25.0208,address_approx,false,source-leeao-speeches,第1、3、7、9、23、25行,19890414李敖来台40周年演讲...台北耕莘文教院...李敖李先生来台湾这四十年，从来没有对社会大众直接公开演讲过...今天是我来台湾40年以后的第二天...台湾大学有人请我讲演...教室的门被校警锁起来了
event-1989-nctu-lecture,232,1989-12-21,1989-12-21,1989年12月21日,新竹交通大学演讲《交通快与慢》,lecture,high,place-nctu-hsinchu,交通大学（新竹）,120.9974,24.7867,institution_approx,false,source-leeao-unforgettable-events-and-people,第3、5、6、11、12、13、17行,交通大学看中了我，要我去讲...我选了12月21日...细雨中到达交大...演讲前...走在校园的路上...1989年12月29日
event-1990-feng-chia-lecture,232.5,1990-04-27,1990-04-27,1990年4月27日,逢甲大学演讲《逢甲甲与乙》,lecture,high,place-feng-chia-university,逢甲大学,120.6467,24.1789,institution_approx,true,source-leeao-55-diary,第45、59、61、65、67行,逢甲大学谢小姐来电...再确定后日演讲事...4月27日...早起与世芳南下...去逢甲演说《逢甲甲与乙》...与小屯夜车返北。
event-1990-ctv-writer-directory-appearance,233,1990-06-09,1990-06-14,1990年6月9日，6月14日补记,在中视节目指出官方作家目录没有李敖,media,medium,place-china-television-building-chongyang-120,中国电视公司中视大楼（重阳路120号）,121.599481,25.056549,address_approx,true,source-leeao-related-dossier,第69-77行,6月9日中国电视公司赵宁主持的节目中邀我亮相...这部书九百多页，可是没有李敖的名字...这一段录像，6月12日的电视上并未播出...1990年6月14日李敖补记。
event-1990-nchu-zhongxing-lake,234,1990-05-11,1990-06-30,1990年5月11日到校，6月成文,中兴大学漫步与中兴湖空间记忆,public_memory,medium,place-nchu-zhongxing-lake,中兴大学中兴湖,120.675,24.123,site_approx,true,source-leeao-unforgettable-events-and-people,第2、3、4、5、8、9行,——中兴湖...中兴大学也一样...中兴湖的造型以中国地图为蓝本...沿湖漫步...1990年6月
event-1990-taipei-district-court-wu-dayou-case,234.5,1990-11-21,1990-11-21,1990年11月21日,台北地方法庭吴大猷、王世杰子女诽谤案应讯,legal,medium,place-taipei-district-court,台北地方法院,121.5117,25.0399,institution_approx,true,source-leeao-interviews-1990-2018,第9、125行,那是1990年11月20日晚上10点半...便随李敖前往台北地方法庭...此案择日再审
event-1990-national-book-exhibition-sun-yat-sen-censorship,234.7,1990-12-24,1990-12-24,1990年12月24日,全国图书展撤下李敖三书,media,medium,place-sun-yat-sen-memorial-hall-taipei,台北国父纪念馆,121.5603,25.0401,site_approx,false,source-leeao-shuhanji-008,第3、7、11、15、21行,函：1990年12月24日...受文者：行政院新闻局、国父纪念馆、台湾商务印书馆...“中华民国七十九年度全国图书展览”...首在台北展出后...暗中将三书取下
event-1991-qiushi-newspaper-launch,235,1991-02-11,1991-02-28,1991年2月11日至2月28日,《求是报》试版与出刊,media,medium,place-qiushi-newspaper-dunhua-490,白宫大厦 / 求是报社（敦化南路490号）,121.548,25.033,address_approx,true,source-leeao-yumiao-tianxia,第11行,我家住在台北市敦化南路一段东丰街口金兰大厦...我搞了一间房子变成我的报社...我办报的地方，就是在这个白宫大厦楼房，这是我家里就是金兰大厦
event-1991-hu-qiuyuan-libel-verdict,235.1,1991-05-30,1991-05-30,1991年5月30日,胡秋原诽谤李敖案获判拘役,legal,medium,place-taipei-district-court,台北地方法院,121.5117,25.0399,institution_approx,true,source-leeao-shuhanji-008,第7、11、31、35行,由于胡秋原诽谤我，我也自诉到法院...七十九年度自字第986号判决书...处拘役四十日...这一判决，是台北地方法院刑事第六庭法官魏大喨判决的。
event-1991-qiushi-newspaper-end-review-magazine,235.2,1991-08-20,1992-04-01,1991年8月停刊，11月改办，1992年4月1日止,《求是报》停刊后转办《李敖求是评论》,media,medium,place-qiushi-newspaper-dunhua-490,白宫大厦 / 求是报社（敦化南路490号）,121.548,25.033,address_approx,true,source-leeao-suixielu-front,第3、5、7、9、13行,1991年《求是报》的2月早产和8月早夭...11月改办《李敖求是评论杂志》...第六期出版在1992年4月1日...我决心不再办报、办杂志。
event-1991-yeliu-wangyuan,235.3,1991-09-01,1991-09-07,1991年9月1日，9月7日再游,野柳望远与再登灯塔,public_memory,high,place-yeliu-geopark,野柳风景区 / 野柳地质公园,121.69,25.207,site_approx,true,source-leeao-suixielu-front,第3、5、17、19行,今天小屯说去野柳...一路登到最后面的瞭望台，看树荫狭道、看大海一片...为强迫游客购物，游野柳者...（1991年9月1日）
event-1991-kaiming-bookstore-revisit,236,1991-01-01,1992-02-20,1991年前后，1992年2月9日追记，2月20日再访,重访台湾开明书店,public_memory,high,place-taiwan-kaiming-bookstore-zhongshan77,台湾开明书店中山北路一段77号,121.5231,25.0498,address_approx,true,source-leeao-unforgettable-events-and-people,第7、8、9、10、11行,坐落在台北中山北路一段77号...我在大学时候，每年会去上一次...搬到三楼去了...1992年2月9日追记
event-1992-democracy-foundation-228-report-talk,237,1992-02-29,1992-02-29,1992年2月29日,在民主基金会谈二二八事件研究报告,lecture,medium,place-democracy-foundation-taipei,民主基金会（台北，旧址待考）,121.5654,25.033,city,true,source-leeao-suixielu-back,第3、5、9行,今天上午应邀到民主基金会参加“民间学者看二二八事件研究报告”，我讲话约一小时，掌声多起...三台电视午晚间新闻皆播出我的讲话。（1992年2月29日）
event-1993-soochow-teaching,240,1993-06-07,1996-05-21,1993年6月7日至1996年5月21日,任东吴大学兼任特聘教师,teaching,high,place-soochow-university,东吴大学,121.546,25.0945,institution_approx,true,source-leeao-chronology-50,1993、1996条,东吴大学...兼任特聘教师...上完最后一课
event-1995-caoshan-yangmingshan-residence-plan,248,1995-05-24,1995-05-24,1995年5月24日,订下草山山居,late_life,medium,place-yangmingshan-qingshan-jianwo-lou,阳明山“青山见我楼”书房,121.545,25.155,area_approx,true,source-leeao-shuqiji-009,第15、17行,我在草山（蒋介石之阳明山也）订下山居（新建楼房），将来计划死在那里，台湾是我埋骨之地。
event-1995-tv-xiaoaojianghu,250,1995-10-30,2000-12-31,1995年10月30日起,主持《李敖笑傲江湖》,media,medium,place-truth-news-network-taipei,真相新闻网 / 真相正经电视台（南港八德路旧址）,121.58132,25.050137,address_approx,true,source-leeao-chronology-50,1995、2002条,主持《李敖笑傲江湖》...结束在台湾的所有主持节目
event-1997-cathay-hospital-memoir-surgery,255,1997-03-31,1997-03-31,1997年3月31日,国泰医院手术前写定《李敖回忆录》,writing,medium,place-cathay-general-hospital-taipei,国泰综合医院（台北）,121.553,25.037,institution_approx,true,source-leeao-memoir,第279行,1997年3月31日，去国泰医院给名医黄清水开疝气的清早，在中国台湾写。
event-1999-taiwan-50-ticc-lecture,256.8,1999-05-09,1999-05-09,1999年5月9日,来台五十周年台北国际会议中心演讲,lecture,high,place-taipei-international-convention-center,台北国际会议中心,121.5604,25.0339,site_approx,true,source-leeao-speeches,第1、3、5、17行,19990509李敖来台50周年演讲...残山剩水我独行...地点：台北市国际会议中心...会场挤进了6000人...李敖五十年，没有离开过台湾一步
event-1999-new-party-presidential-campaign-ticc,257,1999-08-18,1999-08-18,1999年8月18日,台北国际会议中心新党六周年党庆参选演讲,politics,high,place-taipei-international-convention-center,台北国际会议中心,121.5604,25.0339,site_approx,true,source-leeao-interviews-1990-2018,第5、79、81行,知名作家李敖将代表新党参选总统...昨天出席新党六周年党庆，并发表一场专题演讲...将近五千名群众涌到台北国际会议中心会场聆听李敖的演讲
event-1999-2000-tv-challenge-leeao-global,257.2,1999-09-20,2000-03-30,1999年9月20日至2000年3月30日,环球电视台《挑战李敖》,media,medium,place-global-tv-taipei,环球电视台（台北，旧址待考）,121.5654,25.033,city,true,source-leeao-challenge,第13行,今天正好是这个节目在环球电视台开播满一个月
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-taipei-medical-university,台北医学院 / 台北医学大学,121.5615,25.0259,institution_approx,true,source-leeao-challenge,第13行,改在吴兴街的台北医学院现场播出
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-national-sun-yat-sen-university-kaohsiung,高雄中山大学,120.2649,22.6263,institution_approx,true,source-leeao-challenge,第3、7行,中山大学演讲...今天的演讲的题目叫做——别再中山了
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-kaohsiung-martial-arts-stadium,高雄中正技击馆,120.334583,22.627314,address_approx,false,source-leeao-speeches,第3、5、11、13行,李敖跨越2000高雄演讲会...11月14日...于高雄技击馆揭开序幕...随即请李敖先生上台演讲...讲题：高雄人缺了什么？
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-tamkang-university,淡江大学,121.4486,25.1747,institution_approx,true,source-leeao-challenge,第3、11、21行,代表我们系欢迎李总统到淡江大学大传系的传播讲座...成立一个李敖先生言论自由国际传播讲座...到贵学校来谈李敖与语言论自由
event-1999-2000-challenge-leeao-live-tour,257.4,1999-10-07,2000-02-29,1999年10月7日至2000年2月29日,《挑战李敖》校园与社区现场巡回,lecture,medium,place-soochow-university,东吴大学,121.546,25.0945,institution_approx,true,source-leeao-challenge,第3、5行,又回到这个东吴的校园...过去就是我们东吴大学的教授
